HospCode,Code,Description,Code_Type,Gross Charge,Discounted Cash Price,Minimum Negotiated Charge,Maximum Negotiated Charge,1199-Commercial,Aetna-Commercial,Aetna-Medicare Advantage,Cigna-Commercial,EMBLEMHEALTH/GHI-Commercial,EMBLEMHEALTH/HIP-CHP,EMBLEMHEALTH/HIP-Commercial,EMBLEMHEALTH/HIP-Medicaid,EMBLEMHEALTH/HIP-Medicare Advantage,EMPIRE HEALTHCHOICE ASSURANCE-HMO/POS,EMPIRE HEALTHCHOICE ASSURANCE-Medicare Advantage,EMPIRE HEALTHCHOICE ASSURANCE-PPO,FIDELIS CARE NEW YORK-Medicaid,FIDELIS CARE NEW YORK-Medicare Advantage,HEALTHFIRST-Medicaid,HEALTHFIRST-Medicare Advantage,HEALTHPLUS-CHP,HEALTHPLUS-Essential,HEALTHPLUS-Medicaid,HEALTHPLUS-Medicare Advantage,MEDICAID-Traditional Medicaid,MEDICARE-Traditional Medicare,OPTUM VA CCN-Commercial,OXFORD HEALTH INSURANCE-Commercial,TRICARE-Commercial,United Healthcare-Commercial,United Healthcare-Medicaid,United Healthcare-Medicare Advantage
3934,36597,Repositioning of central venous catheter using fluoroscopic guidance,CPT/HCPCS,2862.33,2862.33,2556,2556,2556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,36598,Contrast injections for X-ray imaging procedure to evaluate central venous access device,CPT/HCPCS,1468,1468,588.17,4356,NA,4287,NA,NA,NA,NA,NA,588.17,NA,NA,NA,NA,610.54,NA,NA,NA,NA,NA,NA,NA,NA,1376,NA,4356,NA,NA,NA,NA
3934,36600,Arterial puncture withdrawal of blood for diagnosis,CPT/HCPCS,385.6,385.6,24.46,4119,NA,131.09,NA,NA,NA,NA,NA,49.32,NA,NA,NA,2516.75,51.2,NA,50.16,NA,NA,NA,NA,NA,137.15,422.2,NA,NA,NA,1264.05,76.1,NA
3934,36620,"Insertion of arterial catheter for blood sampling or infusion, accessed through the skin",CPT/HCPCS,3928.67,3928.67,144.27,144.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144.27,NA,NA
3934,36680,Insertion of needle for infusion into bone,CPT/HCPCS,1428.98,1428.98,1418,1418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418,NA,NA,NA,NA,NA,NA
3934,36818,"Relocation of arm vein with connection to arm artery, open procedure",CPT/HCPCS,13778.5,13778.5,4356,4356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356,NA,NA,NA,NA
3934,36821,"Relocation of arm vein with connection to arm artery, open procedure",CPT/HCPCS,13710.48,13710.48,2764.72,20470,4437,NA,NA,NA,NA,NA,4611.42,NA,NA,6303,NA,6828,2825.07,NA,NA,NA,NA,NA,NA,NA,2764.72,16200.88,NA,NA,NA,3996,NA,3357.41
3934,36830,Connection of tube graft to vein and artery for dialysis,CPT/HCPCS,19085.76,19085.76,2825.07,28302,NA,16020,NA,NA,NA,NA,5697.54,NA,NA,NA,NA,NA,2825.07,NA,NA,NA,NA,NA,NA,NA,NA,20424.19,NA,NA,NA,NA,NA,NA
3934,36831,"Removal of blood clot from dialysis graft, open procedure",CPT/HCPCS,22164.16,22164.16,16116,36747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26162.58,NA,NA,NA,NA,NA,NA
3934,36832,"Revision of dialysis graft, open procedure",CPT/HCPCS,15450.64,15450.64,2825.07,26967,NA,NA,NA,4019.13,NA,NA,3628.74,NA,NA,NA,NA,NA,2825.07,NA,NA,NA,NA,NA,NA,NA,NA,17928.83,NA,NA,NA,5255.68,NA,NA
3934,36833,"Revision of dialysis graft with removal of blood cot, open procedure",CPT/HCPCS,17225.14,17225.14,3628.74,32490,NA,NA,NA,NA,NA,NA,3628.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20086,NA,NA,NA,NA,NA,NA
3934,36902,"Insertion of needle and/or catheter into dialysis circuit and balloon dilation of dialysis segment, with imaging including radiological supervision and interpretation",CPT/HCPCS,8632.84,8632.84,2498.21,33017.68,NA,4592,NA,NA,NA,NA,4647.63,NA,6121.69,NA,NA,7262,NA,NA,NA,NA,NA,NA,NA,NA,2478.21,9577.53,NA,NA,NA,NA,NA,NA
3934,36903,"Insertion of needle and/or catheter into dialysis circuit and insertion of stent in dialysis segment, with imaging including radiological supervision and interpretation",CPT/HCPCS,14339.13,14339.13,3304.84,10308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9358,2964.84,NA,NA,NA,NA,NA,NA,NA,NA,7780.34,NA,NA,NA,NA,NA,NA
3934,36905,"Excision of blood clot and/or infusion to dissolve blood clot in dialysis circuit and balloon dilation of dialysis segment, , accessed through the skin, with imaging including radiological supervision and interpretation",CPT/HCPCS,11109.47,11109.47,6889,15597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9195,NA,NA,NA,NA,NA,NA,NA,NA,NA,11513.56,NA,NA,NA,NA,NA,NA
3934,36906,"Excision of blood clot and/or infusion to dissolve blood clot and balloon dilation of dialysis segment, accessed through the skin, with imaging including radiological supervision and interpretation",CPT/HCPCS,21565.3,21565.3,9697,9725.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9703.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,36907,"Balloon dilation of dialysis segment, accessed through the skin, with imaging including radiological supervision and interpretation",CPT/HCPCS,5914.67,5914.67,2136,3808.28,NA,NA,NA,NA,NA,NA,3808.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2951.67,NA,NA,NA,NA,NA,NA
3934,36909,"Permanent blockage of dialysis circuit, with imaging including radiological supervision and interpretation",CPT/HCPCS,3901,3901,3173.56,3173.56,NA,NA,NA,NA,NA,NA,3173.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,37183,Revision of shunts to bypass blood flow to liver using imaging guidance,CPT/HCPCS,9875.5,9875.5,6001.66,6001.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6001.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,37184,"Removal of blood clot and injections to dissolve blood clot from artery or arterial graft using fluoroscopic guidance, accessed through the skin",CPT/HCPCS,12520,12520,28890.6,33104.41,NA,30997.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,37187,Removal of blood clot and injections (accessed through the skin) to dissolve blood clot from veins using fluoroscopic guidance,CPT/HCPCS,38854.05,38854.05,8327.55,8327.55,NA,NA,NA,8327.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,37191,"Insertion of vena cava filter by endovascular approach, including radiological supervision and interpretation",CPT/HCPCS,6802.8,6802.8,4226,9498.71,NA,5568.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,6998.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,6656,NA,NA,NA,NA,NA,NA
3934,37192,"Repositioning of vena cava filter by endovascular approach, including radiological supervision and interpretation",CPT/HCPCS,15402,15402,15402,15402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15402,NA,NA,NA,NA,NA,NA
3934,37193,"Removal of vena cava filter by endovascular approach, including radiological supervision and interpretation",CPT/HCPCS,7690.86,7690.86,559.94,10536,NA,NA,NA,NA,NA,NA,5511.1,NA,NA,NA,NA,NA,2478.21,NA,559.94,NA,NA,NA,NA,NA,2478.21,7249.45,NA,NA,NA,2478.21,2478.21,NA
3934,37200,Biopsy of blood vessel via catheter,CPT/HCPCS,10191.35,10191.35,9458.09,16560.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7920,NA,NA,NA,NA,NA,NA,NA,NA,NA,12876.04,NA,NA,NA,NA,NA,NA
3934,37215,"Insertion of stents and blood clot protection device in neck artery, open or accessed through the skin",CPT/HCPCS,7068,7068,2964.84,17191.24,NA,NA,17191.24,NA,NA,NA,4299.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,37220,"Balloon dilation of artery in one side of groin, endovascular, accessed through the skin or open procedure",CPT/HCPCS,9350.03,9350.03,5460,16722,NA,NA,NA,NA,NA,NA,11614.62,NA,NA,NA,NA,10277.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8208.83,NA,NA,NA,NA,NA,NA
3934,37221,"Insertion of stents in artery in one side of groin, endovascular, accessed through the skin or open procedure",CPT/HCPCS,12468.62,12468.62,3313.5,19284.12,NA,2903.75,12004.12,NA,NA,NA,NA,NA,NA,NA,NA,9558,2964.84,NA,NA,NA,NA,NA,NA,NA,NA,11411.73,NA,NA,NA,NA,NA,NA
3934,37222,"Balloon dilation of groin artery, endovascular, open, or percutaneous approach",CPT/HCPCS,2699.34,2699.34,2881.67,2881.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2881.67,NA,NA,NA,NA,NA,NA
3934,37223,"Insertion of stents into groin artery, endovascular, accessed through the skin or open procedure",CPT/HCPCS,2975.99,2975.99,1886.8,3808.28,NA,2143.5,NA,NA,NA,NA,3808.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1886.8,NA,NA,NA,NA,NA,NA
3934,37224,"Balloon dilation of arteries in one leg, endovascular, accessed through the skin or open procedure",CPT/HCPCS,9793.52,9793.52,3005.61,31003.29,NA,30799.29,NA,2916.61,NA,NA,3173.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8403.94,NA,NA,NA,NA,2964.84,NA
3934,37225,"Removal of plaque in arteries in one leg, endovascular, accessed through the skin or open procedure",CPT/HCPCS,15410.33,15410.33,7087.56,15277.33,NA,NA,NA,NA,NA,NA,3173.56,NA,NA,NA,NA,8139,NA,NA,NA,NA,NA,NA,NA,NA,NA,14624.17,NA,NA,NA,NA,NA,NA
3934,37226,"Insertion of stents into arteries in one leg, endovascular, accessed through the skin or open procedure",CPT/HCPCS,15963.33,15963.33,5090.21,21558,NA,12004.12,NA,NA,NA,NA,4183.66,NA,NA,NA,NA,8257,NA,NA,NA,NA,NA,NA,NA,NA,NA,14568.16,NA,NA,NA,4599,NA,NA
3934,37227,"Removal of plaque and insertion of stents into arteries in one leg, endovascular, accessed through the skin or open procedure",CPT/HCPCS,14339.46,14339.46,10918.99,11311.51,NA,NA,NA,NA,NA,NA,3808.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11311.51,NA,NA,NA,NA,NA,NA
3934,37228,"Balloon dilation of artery of one leg, endovascular, accessed through the skin or open procedure",CPT/HCPCS,14071.28,14071.28,3996.69,34130,NA,NA,NA,NA,NA,NA,6053.77,NA,NA,NA,NA,15853.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,15793.32,NA,NA,NA,NA,NA,NA
3934,37229,"Removal of plaque in artery in one leg, endovascular, accessed through the skin or open procedure",CPT/HCPCS,20806.37,20806.37,20806.37,20806.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20806.37,NA,NA,NA,NA,NA,NA
3934,37230,"Insertion of stents into artery in one leg, endovascular, accessed through the skin or open procedure",CPT/HCPCS,12887.33,12887.33,19697.5,19697.5,NA,NA,NA,NA,NA,NA,NA,NA,19697.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,37232,"Balloon dilation of artery in one leg, endovascular, accessed through the skin or open procedure",CPT/HCPCS,3819.23,3819.23,3471,4322.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3943.38,NA,NA,NA,NA,NA,NA
3934,37236,"Insertion of intravascular stents in artery (except lower extremity, cervical carotid, extracranial vertebral or intrathoracic carotid, intracranial, or coronary), open or accessed through the skin, with radiological supervision and interpretation",CPT/HCPCS,5999.45,5999.45,2968.51,31055.07,NA,4544,NA,NA,NA,NA,2964.84,NA,NA,NA,NA,NA,2964.84,NA,NA,NA,NA,NA,NA,NA,NA,7810.77,NA,NA,NA,NA,NA,NA
3934,37238,"Insertion of intravascular stents in vein, open or accessed through the skin, with radiological supervision and interpretation",CPT/HCPCS,16812.33,16812.33,6835.85,37789.5,NA,8331.6,NA,NA,NA,NA,NA,2856.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22457.5,NA,NA,NA,NA,NA,NA
3934,37239,"Insertion of intravascular stents in vein, open or accessed through the skin, with radiological supervision and interpretation",CPT/HCPCS,3048.25,3048.25,3048.25,3048.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3048.25,NA,NA,NA,NA,NA,NA
3934,37241,"Occlusion of venous malformations (other than hemorrhage) with radiological supervision and interpretation, roadmapping, and imaging guidance",CPT/HCPCS,6613.28,6613.28,4356,5511.1,NA,NA,NA,NA,NA,NA,5511.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4356,NA,NA
3934,37242,"Occlusion of artery (other than hemorrhage or tumor) with radiological supervision and interpretation, roadmapping, and imaging guidance",CPT/HCPCS,5764.19,5764.19,3048.84,7416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5953.67,NA,NA,NA,NA,2964.84,NA
3934,37243,"Occlusion of tumors or obstructed blood vessel with radiological supervision and interpretation, roadmapping, and imaging guidance",CPT/HCPCS,5978.27,5978.27,1433.31,9667.35,NA,4601.5,NA,1435.15,NA,NA,NA,NA,NA,8823,NA,7622.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,4046.19,NA,4358.75,NA,NA,2964.84,NA
3934,37244,"Occlusion of arterial or venous hemorrhage with radiological supervision and interpretation, roadmapping, and imaging guidance",CPT/HCPCS,5068.04,5068.04,3602.84,5182,NA,5182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2964.84,NA,NA
3934,37246,"Balloon dilation of artery, accessed through the skin or by open procedure, with imaging including radiological supervision and interpretation",CPT/HCPCS,12096.79,12096.79,2478.21,19009.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19009.67,NA,NA,NA,NA,2478.21,NA
3934,37248,"Balloon dilation of first vein, accessed through the skin or by open procedure, with imaging including radiological supervision and interpretation",CPT/HCPCS,10404.51,10404.51,4541.5,4541.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4541.5,NA,NA,NA,NA,NA,NA
3934,37249,"Balloon dilation of additional vein, accessed through the skin or by open procedure, with imaging including radiological supervision and interpretation",CPT/HCPCS,2946.94,2946.94,870.75,870.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870.75,NA,NA,NA,NA,NA,NA
3934,37252,Ultrasound evaluation of blood vessel during diagnosis or treatment,CPT/HCPCS,2522.26,2522.26,486.04,5644,NA,4544,NA,NA,NA,NA,486.04,NA,NA,NA,NA,1160.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,2664.06,NA,NA,NA,1798,NA,NA
3934,37253,Ultrasound evaluation of blood vessel during diagnosis or treatment,CPT/HCPCS,2350.28,2350.28,208.81,3226.25,NA,NA,NA,NA,NA,NA,243.01,NA,NA,NA,NA,208.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,2033.15,NA,NA,NA,NA,NA,NA
3934,37607,Tying or banding of a passage between an artery and vein,CPT/HCPCS,10366.86,10366.86,475.79,20292,NA,NA,NA,NA,NA,NA,3424.56,NA,NA,NA,NA,NA,2843.73,NA,475.79,NA,NA,NA,NA,NA,NA,10805.6,NA,NA,NA,3596,NA,NA
3934,37700,Tying and incision leg vein,CPT/HCPCS,11179.32,11179.32,2674.27,2674.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2674.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,37799,Blood vessel procedure,CPT/HCPCS,2914.5,2914.5,1247,1288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1267.5,NA,NA,NA,NA,NA,NA
3934,38120,Examination of spleen using an endoscope,CPT/HCPCS,16296.17,16296.17,11974.5,11974.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11974.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,38206,Collection of stem cells for transplantation,CPT/HCPCS,18704.72,18704.72,3108.7,21364.3,NA,15719.54,NA,NA,5858.63,NA,5511.1,NA,NA,7735,NA,8380,NA,NA,NA,NA,NA,NA,NA,NA,2156.09,19008.39,NA,NA,NA,NA,NA,NA
3934,38207,"Freezing, preservation, and storage of stem cells for transplantation",CPT/HCPCS,18687.16,18687.16,3156.3,23165.76,NA,15478.55,NA,NA,NA,NA,5731.46,NA,NA,7735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2334.72,19008.39,NA,NA,NA,NA,NA,NA
3934,38214,Preparation of stem cells for transplantation with reduction of excessive opening blood fluid (plasma) volume,CPT/HCPCS,18687.49,18687.49,3400.89,21364.3,NA,15478.55,NA,NA,NA,NA,NA,NA,NA,7735,NA,8380,NA,NA,NA,NA,NA,NA,NA,NA,NA,19008.39,NA,NA,NA,NA,NA,NA
3934,38215,Preparation of stem cells for transplantation with cell concentration,CPT/HCPCS,18687.49,18687.49,3400.89,21364.3,NA,15478.55,NA,NA,NA,NA,NA,NA,NA,7735,NA,8380,NA,NA,NA,NA,NA,NA,NA,NA,NA,19008.39,NA,NA,NA,NA,NA,NA
3934,38220,Diagnostic bone marrow aspiration,CPT/HCPCS,14385.51,14385.51,167.92,24401.88,4544,10321.63,NA,3763.83,22649.46,NA,5731.46,631.96,NA,NA,1647.51,5461,839.37,NA,793.15,NA,NA,NA,NA,NA,816.48,14339.68,NA,NA,NA,1647.51,851.06,NA
3934,38221,Bone marrow biopsy,CPT/HCPCS,16785.77,16785.77,2711.9,130228.03,NA,57908.97,10293.23,NA,NA,NA,NA,NA,NA,NA,NA,2853.75,816.46,NA,NA,NA,NA,NA,NA,NA,NA,14313.29,NA,NA,NA,NA,833.76,NA
3934,38222,Bone marrow biopsy and aspiration,CPT/HCPCS,14396.97,14396.97,201.8,23330.63,NA,11054.03,NA,3299.03,NA,NA,5563.64,808.77,2853.9,5041,2775.14,5056.54,826.48,NA,602.73,NA,NA,NA,NA,NA,816.48,14638.78,NA,NA,NA,4002.28,567.43,NA
3934,38500,"Biopsy or removal of lymph nodes, open procedure",CPT/HCPCS,12694.43,12694.43,2906.49,37289.48,4544,11363.16,3670.3,5643.29,NA,NA,3224.76,NA,NA,4049.5,NA,4387,1456.53,NA,NA,NA,NA,NA,NA,NA,NA,12365.58,NA,6534,NA,4270.88,1762.25,5902.58
3934,38505,Needle biopsy or removal of lymph nodes,CPT/HCPCS,2822.19,2822.19,225.2,6654.1,NA,4544,1647.51,3172.56,2929.31,NA,3525.31,NA,NA,5041,NA,5461,856.97,NA,NA,NA,NA,NA,NA,NA,NA,2521.82,NA,4356,NA,2846.64,NA,NA
3934,38510,"Biopsy or removal of lymph nodes of neck, open procedure",CPT/HCPCS,10337.71,10337.71,2944.02,14962,NA,4363.05,NA,NA,NA,NA,5228,NA,NA,NA,5088.72,6828,NA,NA,NA,NA,NA,NA,NA,NA,1684.03,8325.05,NA,4356,NA,NA,1718.62,NA
3934,38525,"Biopsy or removal of lymph nodes of under the arm, open procedure",CPT/HCPCS,11845.07,11845.07,1523.41,29954.53,NA,5902.58,NA,6586.66,NA,NA,8597.19,NA,6843.87,NA,6479.91,7801,1412.83,NA,NA,NA,NA,NA,NA,NA,1421.94,10771.59,NA,6535.54,NA,6479.91,1589.34,6344.98
3934,38531,Open biopsy or excision of lymph nodes in groin,CPT/HCPCS,8081.6,8081.6,2701,15241.5,NA,2272,NA,NA,NA,NA,3169.48,NA,3743.71,NA,NA,7233,NA,NA,NA,NA,NA,NA,NA,NA,NA,8383.08,NA,4356,NA,NA,NA,NA
3934,38570,Removal of abdominal cavity lymph nodes using an endoscope,CPT/HCPCS,15201.96,15201.96,5712.5,34052,NA,9070.4,NA,NA,NA,NA,NA,NA,NA,8072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19371.44,NA,11871,NA,NA,NA,NA
3934,38571,Removal of total lymph nodes of both sides of pelvis using an endoscope,CPT/HCPCS,28899.64,28899.64,2765.14,67076.28,NA,40512.65,10192.48,12674.03,NA,NA,3059.54,NA,NA,12739.5,NA,12357,4757.93,NA,NA,NA,NA,NA,NA,NA,NA,30905.26,NA,NA,NA,10192.48,NA,NA
3934,38572,Removal of total lymph nodes of both sides of pelvis and abdominal lymph node biopsy using an endoscope,CPT/HCPCS,30099.38,30099.38,22674.42,39552.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30118.29,NA,NA,NA,12402,NA,NA
3934,38573,Removal of all lymph nodes of both sides of pelvis using an endoscope,CPT/HCPCS,29617.57,29617.57,33147.68,33147.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33147.68,NA,NA,NA,NA,NA,NA
3934,38589,Lymph node procedure using an endoscope,CPT/HCPCS,28064.13,28064.13,23703.18,56778.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18213.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,39970.61,NA,NA,NA,13518,NA,NA
3934,38724,"Removal of lymph nodes, muscle, and tissue of neck",CPT/HCPCS,14720.76,14720.76,1649.42,8192,NA,3818.8,NA,NA,NA,NA,NA,NA,NA,8192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1649.42,NA
3934,38740,Removal of underarm lymph nodes,CPT/HCPCS,15232.02,15232.02,6964.42,6964.42,NA,NA,NA,6964.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,38745,Removal of all underarm lymph nodes,CPT/HCPCS,13279.7,13279.7,14542.03,14542.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14542.03,NA,NA,NA,NA,NA,NA
3934,38792,Injection of radioactive dye for X-ray identification of lymph node,CPT/HCPCS,10396.76,10396.76,12978.2,12978.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12978.2,NA,NA,NA,NA,NA,NA
3934,38900,Lymph node imaging during surgery,CPT/HCPCS,1960.11,1960.11,356.4,6274.5,2272,4544,NA,984.28,NA,NA,5731.46,NA,NA,898,NA,1096.35,494.84,NA,NA,NA,NA,NA,NA,NA,494.84,2131.47,NA,3267,NA,1798,494.84,NA
3934,39402,Examination of chest using an endoscope with lymph node biopsy,CPT/HCPCS,13297.48,13297.48,6850,11932,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11932,NA,NA,NA,3996,NA,NA
3934,40490,Biopsy of lip,CPT/HCPCS,10692.41,10692.41,2483.11,2483.11,NA,NA,NA,NA,NA,NA,2483.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,40510,Removal of wedge of lip tissue,CPT/HCPCS,9790.82,9790.82,924.8,924.8,NA,NA,NA,924.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,40530,Partial removal of lip,CPT/HCPCS,14050.57,14050.57,8276.29,19824.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14050.57,NA,NA,NA,NA,NA,NA
3934,40650,Repair of lip and border,CPT/HCPCS,2274,2274,1707,1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,40701,Plastic repair of deformity present at birth on both sides of the nose or lip,CPT/HCPCS,29391.87,29391.87,3522.27,3522.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3522.27,NA
3934,40720,Plastic repair of nasal and lip deformity present at birth,CPT/HCPCS,8480.25,8480.25,3392.79,7407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7407,3392.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,40800,"Incision of abscess, cyst, or blood accumulation in mouth",CPT/HCPCS,1662.03,1662.03,157.16,200.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,170.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.8,NA
3934,40806,Incision of tissue joining lip and gums,CPT/HCPCS,2913.23,2913.23,2272,2295,NA,2272,NA,NA,NA,NA,NA,NA,NA,2295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,40808,Biopsy of mouth,CPT/HCPCS,14577.65,14577.65,14304.57,14304.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14304.57,NA,NA,NA,NA,NA,NA
3934,40812,Removal of growth of mouth,CPT/HCPCS,5198.23,5198.23,1514.19,5433.96,3024,NA,NA,NA,5344,NA,NA,NA,NA,NA,NA,NA,1514.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1973.1,NA
3934,40814,Removal of growth of mouth with plastic repair,CPT/HCPCS,10626.61,10626.61,4379,6130.37,NA,NA,NA,4379,NA,NA,NA,NA,NA,NA,NA,5008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3934,40816,Removal of tissue and muscle growth of mouth,CPT/HCPCS,13685.06,13685.06,13685.06,13685.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13685.06,NA,NA,NA,NA,NA,NA
